gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2727816807	694	369	448	SUPERFAMILY	SSF82714	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	
2727816807	694	2	151	SUPERFAMILY	SSF82866			
2727816807	694	218	309	SUPERFAMILY	SSF82693			
2727816807	694	318	364	SUPERFAMILY	SSF82693			
2727816807	694	451	497	SUPERFAMILY	SSF82693			
2727816807	694	476	672	SUPERFAMILY	SSF82866			
2727816810	190	4	169	SUPERFAMILY	SSF48317	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2727816810	190	53	163	SMART	SM00014	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2727816813	143	7	142	SUPERFAMILY	SSF51735			
2727816814	233	1	80	ProSiteProfiles	PS50404	IPR004045	Glutathione S-transferase, N-terminal	GO:0005515
2727816814	233	71	200	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2727816814	233	84	211	ProSiteProfiles	PS50405	IPR010987	Glutathione S-transferase, C-terminal-like	
2727816814	233	1	78	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2727816820	137	12	131	SUPERFAMILY	SSF81330	IPR001185	Large-conductance mechanosensitive channel	GO:0005216|GO:0006810|GO:0016021
2727816822	626	8	75	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2727816822	626	23	126	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2727816822	626	115	243	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2727816822	626	242	371	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2727816822	626	255	327	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2727816822	626	257	325	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2727816822	626	202	254	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2727816822	626	330	383	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2727816822	626	76	117	SMART	SM00086	IPR001610	PAC motif	
2727816822	626	203	245	SMART	SM00086	IPR001610	PAC motif	
2727816822	626	331	374	SMART	SM00086	IPR001610	PAC motif	
2727816822	626	471	624	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2727816822	626	513	626	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2727816822	626	405	472	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2727816822	626	412	626	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2727816822	626	390	470	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2727816823	94	1	62	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2727816824	413	65	412	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2727816825	485	359	440	SUPERFAMILY	SSF52980	IPR011335	Restriction endonuclease  type II-like	
2727816825	485	31	213	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816825	485	270	322	SUPERFAMILY	SSF46785			
2727816833	1701	884	1157	SMART	SM00487	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2727816833	1701	850	998	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816833	1701	1059	1155	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816833	1701	1067	1150	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816833	1701	1278	1457	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816833	1701	188	377	SUPERFAMILY	SSF53335			
2727816836	356	126	196	SUPERFAMILY	SSF143990			
2727816840	335	75	196	SUPERFAMILY	SSF55797	IPR014044	CAP domain	
2727816840	335	1	22	ProSiteProfiles	PS51257			
2727816843	195	68	179	SUPERFAMILY	SSF54523			
2727816845	640	188	619	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816853	245	106	238	SUPERFAMILY	SSF54427			
2727816855	164	7	130	SUPERFAMILY	SSF53955	IPR023346	Lysozyme-like domain	
2727816856	655	193	330	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2727816856	655	450	579	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2727816856	655	298	316	ProSitePatterns	PS00674	IPR003960	ATPase, AAA-type, conserved site	GO:0005524
2727816856	655	159	408	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816856	655	427	647	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816859	846	423	803	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816862	328	23	297	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816865	645	126	315	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816865	645	389	633	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727816867	228	15	186	SUPERFAMILY	SSF160930			
2727816869	244	29	90	SMART	SM00530	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2727816869	244	30	90	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2727816869	244	26	98	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2727816870	356	29	66	SMART	SM00778	IPR013237	Bacteriophage T7, Gp4, DNA primase/helicase, N-terminal	GO:0003896|GO:0004386|GO:0008270
